"Data","Último","Abertura","Máxima","Mínima","Vol.","Var%"
"17.10.2023","141,000","144,000","145,000","141,000","0,95K","-1,40%"
"16.10.2023","143,000","141,000","145,000","139,990","2,22K","0,70%"
"13.10.2023","142,000","125,000","142,000","124,000","3,56K","13,60%"
"12.10.2023","125,000","128,000","128,970","121,950","1,36K","-2,34%"
"11.10.2023","128,000","132,000","137,000","128,000","1,19K","-3,03%"
"10.10.2023","132,000","134,000","134,000","132,000","0,80K","-2,22%"
"09.10.2023","135,000","138,000","141,000","133,000","0,95K","-2,88%"
"06.10.2023","139,000","141,000","149,000","139,000","1,49K","-2,80%"
"05.10.2023","143,000","140,000","150,000","140,000","0,56K","2,88%"
"04.10.2023","139,000","142,000","147,990","139,000","0,51K","-2,11%"
"03.10.2023","142,000","140,000","147,940","138,000","1,14K","0,00%"
"02.10.2023","142,000","150,000","150,670","136,000","1,99K","-5,33%"
"29.09.2023","150,000","156,000","157,000","146,000","1,21K","-4,46%"
"28.09.2023","157,000","146,000","158,000","146,000","1,23K","6,08%"
"27.09.2023","148,000","148,000","154,000","145,000","1,91K","3,50%"
"26.09.2023","143,000","131,000","147,700","130,530","2,14K","10,85%"
"25.09.2023","129,000","139,000","139,000","126,010","1,56K","-8,51%"
"22.09.2023","141,000","136,000","141,000","130,000","2,30K","2,17%"
"21.09.2023","138,000","139,000","142,000","134,000","1,43K","-0,72%"
"20.09.2023","139,000","143,500","143,500","138,000","1,15K","-3,47%"
"19.09.2023","144,000","141,000","148,000","141,000","1,13K","0,70%"
"18.09.2023","143,000","143,000","147,990","141,000","0,89K","1,42%"
"15.09.2023","141,000","146,000","150,500","141,000","1,71K","-4,08%"
"14.09.2023","147,000","148,000","148,000","142,000","0,40K","0,68%"
"13.09.2023","146,000","146,500","148,000","144,000","0,74K","0,00%"
"12.09.2023","146,000","149,000","149,000","144,100","0,67K","0,00%"
"11.09.2023","146,000","148,000","148,000","144,000","1,07K","-1,35%"
"08.09.2023","148,000","148,000","150,000","148,000","0,36K","-0,67%"
"07.09.2023","149,000","149,000","153,990","147,000","0,33K","-1,32%"
"06.09.2023","151,000","157,990","157,990","142,000","1,41K","1,34%"
"05.09.2023","149,000","157,000","158,000","148,000","1,96K","-5,10%"
"01.09.2023","157,000","157,000","163,000","156,000","1,41K","-1,88%"
"31.08.2023","160,000","159,000","163,000","154,000","1,18K","0,00%"
"30.08.2023","160,000","164,000","166,000","159,000","0,74K","-1,84%"
"29.08.2023","163,000","161,000","165,000","161,000","0,40K","0,62%"
"28.08.2023","162,000","164,000","168,000","162,000","0,71K","-1,82%"
"25.08.2023","165,000","160,000","166,000","157,000","1,28K","2,48%"
"24.08.2023","161,000","162,000","169,000","160,000","0,44K","-1,83%"
"23.08.2023","164,000","162,000","168,000","162,000","0,62K","1,23%"
"22.08.2023","162,000","163,000","166,000","160,000","0,78K","0,00%"
"21.08.2023","162,000","156,000","164,000","156,000","0,65K","3,18%"
"18.08.2023","157,000","153,000","161,000","151,000","0,97K","1,29%"
"17.08.2023","155,000","156,000","158,720","145,000","3,62K","1,31%"
"16.08.2023","153,000","159,000","163,000","151,000","2,48K","-4,38%"
"15.08.2023","160,000","162,000","163,500","160,000","0,56K","-3,03%"
"14.08.2023","165,000","164,000","165,900","158,000","1,30K","0,61%"
"11.08.2023","164,000","164,000","165,000","160,000","0,73K","0,61%"
"10.08.2023","163,000","158,000","164,100","158,000","0,67K","2,52%"
"09.08.2023","159,000","160,000","162,000","158,000","0,63K","-1,85%"
"08.08.2023","162,000","163,000","163,500","158,000","0,77K","-0,61%"
"07.08.2023","163,000","161,000","165,000","159,000","0,77K","1,88%"
"04.08.2023","160,000","163,000","165,000","159,500","0,84K","-1,23%"
"03.08.2023","162,000","158,000","162,000","157,000","1,38K","1,89%"
"02.08.2023","159,000","161,000","163,000","158,000","1,97K","-3,64%"
"01.08.2023","165,000","164,000","166,000","162,000","0,68K","0,61%"
"31.07.2023","164,000","161,000","165,000","161,000","1,03K","0,00%"
"28.07.2023","164,000","158,000","164,000","158,000","1,13K","1,86%"
"27.07.2023","161,000","162,000","165,000","159,000","1,36K","0,63%"
"26.07.2023","160,000","162,000","164,000","158,000","0,98K","-1,23%"
"25.07.2023","162,000","164,000","167,000","161,000","0,61K","-1,22%"
"24.07.2023","164,000","167,000","168,210","162,000","0,81K","-1,20%"
"21.07.2023","166,000","166,000","172,500","163,000","1,10K","1,53%"
"20.07.2023","163,500","161,000","170,000","161,000","1,11K","2,19%"
"19.07.2023","160,000","166,000","171,010","158,000","2,37K","-6,43%"
"18.07.2023","171,000","167,000","171,000","166,000","0,78K","1,18%"
"17.07.2023","169,000","165,000","172,000","165,000","1,88K","2,42%"
"14.07.2023","165,000","164,000","167,000","163,000","0,84K","0,61%"
"13.07.2023","164,000","170,000","171,000","163,000","1,45K","-2,96%"
"12.07.2023","169,000","177,000","177,000","167,000","1,05K","-1,74%"
"11.07.2023","172,000","170,000","173,000","167,000","0,97K","0,00%"
"10.07.2023","172,000","167,000","174,000","165,010","1,01K","2,99%"
"07.07.2023","167,000","165,000","168,000","163,000","0,62K","1,21%"
"06.07.2023","165,000","172,000","172,000","163,000","1,32K","-2,94%"
"05.07.2023","170,000","170,000","174,000","169,000","1,27K","-1,73%"
"03.07.2023","173,000","171,000","174,000","171,000","0,42K","-0,57%"
"30.06.2023","174,000","170,000","174,000","170,000","0,84K","1,75%"
"29.06.2023","171,000","173,000","181,000","168,000","3,74K","-3,93%"
"28.06.2023","178,000","181,000","184,000","177,000","1,38K","-1,66%"
"27.06.2023","181,000","184,000","185,140","177,000","1,65K","-1,09%"
"26.06.2023","183,000","185,000","190,860","181,000","0,79K","-2,14%"
"23.06.2023","187,000","190,000","190,000","180,000","2,70K","-1,06%"
"22.06.2023","189,000","188,000","191,000","175,000","1,88K","5,59%"
"21.06.2023","179,000","189,000","189,000","179,000","1,60K","-4,79%"
"20.06.2023","188,000","191,000","197,000","182,830","2,01K","0,00%"
"16.06.2023","188,000","195,000","201,990","188,000","3,34K","-1,57%"
"15.06.2023","191,000","184,000","193,000","173,000","5,06K","8,52%"
"14.06.2023","176,000","178,000","179,000","171,000","2,00K","-1,12%"
"13.06.2023","178,000","186,000","194,000","171,000","4,71K","-3,26%"
"12.06.2023","184,000","181,000","188,000","177,630","2,57K","1,10%"
"09.06.2023","182,000","183,000","184,000","178,000","1,65K","1,11%"
"08.06.2023","180,000","190,000","190,000","171,000","3,30K","-4,76%"
"07.06.2023","189,000","205,000","209,000","185,000","2,89K","-7,80%"
"06.06.2023","205,000","201,000","209,000","201,000","1,67K","1,99%"
"05.06.2023","201,000","190,000","204,000","188,000","1,79K","5,79%"
"02.06.2023","190,000","196,000","197,990","185,000","1,86K","-1,04%"
"01.06.2023","192,000","187,000","197,000","185,000","1,95K","3,23%"
"31.05.2023","186,000","181,000","189,000","168,000","2,58K","3,33%"
"30.05.2023","180,000","187,000","194,000","177,000","2,27K","-2,70%"
"26.05.2023","185,000","172,000","187,000","167,870","2,14K","6,32%"
"25.05.2023","174,000","181,000","181,290","169,500","2,26K","-3,33%"
"24.05.2023","180,000","191,000","191,500","177,000","5,07K","-5,76%"
"23.05.2023","191,000","206,000","209,000","189,500","3,86K","-8,17%"
"22.05.2023","208,000","200,000","214,000","196,000","6,63K","5,05%"
"19.05.2023","198,000","197,000","200,000","195,000","1,32K","1,28%"
"18.05.2023","195,500","203,000","203,000","192,000","2,33K","-4,17%"
"17.05.2023","204,000","200,000","204,000","192,000","2,32K","5,15%"
"16.05.2023","194,000","206,000","207,000","190,000","4,55K","-6,73%"
"15.05.2023","208,000","213,000","220,000","201,000","11,18K","8,33%"
"12.05.2023","192,000","184,000","210,000","182,000","10,44K","10,34%"
"11.05.2023","174,000","177,000","182,000","170,000","3,46K","-1,14%"
"10.05.2023","176,000","152,000","178,000","152,000","5,26K","15,79%"
"09.05.2023","152,000","146,000","155,000","144,000","0,92K","2,70%"
"08.05.2023","148,000","153,000","153,000","143,000","1,49K","-3,27%"
"05.05.2023","153,000","149,000","159,000","147,000","2,39K","4,79%"
"04.05.2023","146,000","138,000","146,000","132,010","1,46K","7,35%"
"03.05.2023","136,000","137,000","144,000","134,000","1,82K","-3,55%"
"02.05.2023","141,000","141,000","148,670","134,900","1,07K","-1,40%"
"01.05.2023","143,000","139,000","146,000","138,000","1,83K","2,14%"
"28.04.2023","140,000","138,000","142,000","136,150","0,84K","2,19%"
"27.04.2023","137,000","140,000","140,000","132,000","1,67K","0,00%"
"26.04.2023","137,000","135,000","140,000","132,000","1,72K","0,00%"
"25.04.2023","137,000","141,000","142,500","133,000","1,47K","-2,14%"
"24.04.2023","140,000","145,000","145,000","137,000","1,33K","-2,78%"
"21.04.2023","144,000","145,000","147,000","142,000","1,22K","-2,04%"
"20.04.2023","147,000","147,000","148,990","145,000","0,81K","-2,65%"
"19.04.2023","151,000","150,000","155,000","149,060","1,09K","0,67%"
"18.04.2023","150,000","156,000","159,000","145,150","2,77K","-3,85%"
"17.04.2023","156,000","144,000","162,000","141,900","3,09K","6,12%"
"14.04.2023","147,000","151,000","151,000","142,000","1,66K","-2,65%"
"13.04.2023","151,000","144,000","158,000","143,000","2,90K","5,59%"
"12.04.2023","143,000","140,000","144,990","137,000","1,83K","5,15%"
"11.04.2023","136,000","132,000","139,000","132,000","1,93K","2,26%"
"10.04.2023","133,000","125,000","133,500","125,000","0,97K","4,72%"
"06.04.2023","127,000","122,000","129,000","121,500","1,62K","4,10%"
"05.04.2023","122,000","122,000","124,000","121,000","2,42K","0,83%"
"04.04.2023","121,000","127,000","127,000","120,500","3,73K","-3,20%"
"03.04.2023","125,000","125,000","128,000","124,000","3,53K","-0,79%"
"31.03.2023","126,000","124,000","129,000","122,000","4,71K","0,80%"
"30.03.2023","125,000","125,000","131,680","122,000","4,44K","-1,57%"
"29.03.2023","127,000","133,000","135,000","117,000","10,66K","-9,29%"
"28.03.2023","140,000","137,000","144,000","136,000","2,80K","-0,71%"
"27.03.2023","141,000","139,000","144,000","136,000","2,11K","1,44%"
"24.03.2023","139,000","138,000","141,500","135,000","1,61K","-0,71%"
"23.03.2023","140,000","141,000","143,500","135,000","2,15K","1,45%"
"22.03.2023","138,000","146,000","146,000","138,000","1,98K","-5,48%"
"21.03.2023","146,000","144,000","149,000","142,000","2,22K","1,39%"
"20.03.2023","144,000","139,000","144,500","138,050","1,40K","2,86%"
"17.03.2023","140,000","148,000","148,000","138,000","3,78K","-5,41%"
"16.03.2023","148,000","149,000","153,000","142,010","3,22K","-0,67%"
"15.03.2023","149,000","148,000","152,000","143,000","5,43K","-3,87%"
"14.03.2023","155,000","145,000","157,000","143,500","6,24K","6,90%"
"13.03.2023","145,000","125,000","149,000","121,000","8,05K","10,69%"
"10.03.2023","131,000","133,000","135,000","126,000","6,31K","-1,50%"
"09.03.2023","133,000","149,000","154,000","133,000","8,30K","-9,52%"
"08.03.2023","147,000","148,000","150,000","143,000","5,04K","0,68%"
"07.03.2023","146,000","151,000","156,000","142,000","13,91K","-1,35%"
"06.03.2023","148,000","157,000","161,000","145,000","12,24K","-5,13%"
"03.03.2023","156,000","155,000","162,500","152,000","4,95K","3,31%"
"02.03.2023","151,000","154,000","155,000","151,000","7,52K","-3,21%"
"01.03.2023","156,000","158,000","169,500","154,000","10,35K","1,30%"
"28.02.2023","154,000","155,000","167,000","152,000","12,06K","-4,94%"
"27.02.2023","162,000","169,000","172,000","158,000","12,79K","-4,14%"
"24.02.2023","169,000","171,000","176,920","167,000","10,02K","-1,17%"
"23.02.2023","171,000","180,000","182,500","170,500","17,81K","-3,93%"
"22.02.2023","178,000","185,000","185,270","170,000","13,75K","-7,29%"
"21.02.2023","192,000","191,000","196,000","182,000","17,07K","2,13%"
"17.02.2023","188,000","179,000","188,000","162,000","25,57K","3,58%"
"16.02.2023","181,500","153,000","191,000","150,000","84,16K","19,41%"
"15.02.2023","152,000","227,000","233,000","145,000","147,75K","-62,47%"
"14.02.2023","405,000","378,000","416,000","367,000","20,86K","7,14%"
"13.02.2023","378,000","351,000","378,000","338,000","14,45K","8,62%"
"10.02.2023","348,000","326,000","354,110","322,010","13,55K","6,75%"
"09.02.2023","326,000","317,000","330,000","300,000","48,64K","2,52%"
"08.02.2023","318,000","342,000","355,000","313,500","13,13K","-4,79%"
"07.02.2023","334,000","306,000","334,000","293,000","69,58K","9,51%"
"06.02.2023","305,000","315,000","315,000","302,000","4,32K","-1,29%"
"03.02.2023","309,000","303,000","312,000","297,000","3,81K","1,98%"
"02.02.2023","303,000","310,000","312,000","297,000","7,39K","-1,94%"
"01.02.2023","309,000","297,500","311,500","292,000","7,36K","6,19%"
"31.01.2023","291,000","287,000","302,000","284,500","7,98K","0,34%"
"30.01.2023","290,000","342,000","342,000","285,000","16,37K","-14,45%"
"27.01.2023","339,000","348,000","360,000","319,000","14,76K","1,19%"
"26.01.2023","335,000","311,000","335,000","300,000","45,88K","8,06%"
"25.01.2023","310,000","330,000","347,990","305,000","23,40K","-2,21%"
"24.01.2023","317,000","290,000","322,000","286,500","9,94K","10,45%"
"23.01.2023","287,000","260,000","288,000","260,000","5,35K","12,11%"
"20.01.2023","256,000","257,000","270,000","252,920","5,21K","0,39%"
"19.01.2023","255,000","266,000","273,880","255,000","5,08K","-5,20%"
"18.01.2023","269,000","288,000","298,500","266,000","5,69K","-6,60%"
"17.01.2023","288,000","306,000","306,990","279,000","6,89K","-4,64%"
"13.01.2023","302,000","288,000","311,000","284,000","9,07K","4,86%"
"12.01.2023","288,000","279,000","288,500","272,500","5,51K","3,60%"
"11.01.2023","278,000","288,000","294,840","272,000","4,14K","-4,14%"
"10.01.2023","290,000","283,000","300,000","277,000","5,69K","4,32%"
"09.01.2023","278,000","287,000","291,000","274,000","4,69K","-1,77%"
"06.01.2023","283,000","250,000","288,000","242,000","6,86K","8,85%"
"05.01.2023","260,000","297,000","298,000","242,000","12,23K","-10,96%"
"04.01.2023","292,000","295,000","298,400","285,000","8,77K","0,34%"
"03.01.2023","291,000","318,000","330,000","283,000","14,81K","-3,96%"
"30.12.2022","303,000","297,000","319,200","291,000","11,08K","0,66%"
"29.12.2022","301,000","280,000","307,000","267,000","15,54K","12,73%"
"28.12.2022","267,000","239,000","277,000","235,000","22,82K","19,20%"
"27.12.2022","224,000","228,000","241,000","218,000","3,39K","-1,32%"
"23.12.2022","227,000","229,000","230,000","222,000","1,90K","0,44%"
"22.12.2022","226,000","216,000","227,000","213,000","3,38K","2,73%"
"21.12.2022","220,000","224,000","241,000","218,000","5,96K","-0,90%"
"20.12.2022","222,000","218,000","225,000","211,000","2,91K","0,91%"
"19.12.2022","220,000","217,000","226,460","211,730","3,26K","2,80%"
"16.12.2022","214,000","205,000","214,000","205,000","3,64K","4,90%"
"15.12.2022","204,000","212,000","215,500","192,000","5,90K","-7,69%"
"14.12.2022","221,000","215,000","224,000","215,000","1,47K","1,84%"
"13.12.2022","217,000","218,000","226,990","213,000","2,67K","0,93%"
"12.12.2022","215,000","205,000","220,000","201,010","3,85K","3,86%"
"09.12.2022","207,000","234,000","234,000","203,000","7,19K","-11,91%"
"08.12.2022","235,000","240,000","243,000","217,000","4,58K","-3,29%"
"07.12.2022","243,000","226,000","251,000","213,010","7,49K","9,46%"
"06.12.2022","222,000","222,000","228,000","199,000","5,90K","-1,33%"
"05.12.2022","225,000","228,000","249,000","220,000","7,69K","-1,75%"
"02.12.2022","229,000","213,000","238,000","208,900","8,95K","7,01%"
"01.12.2022","214,000","215,000","216,000","202,000","2,67K","-0,93%"
"30.11.2022","216,000","205,000","220,000","188,000","10,82K","5,88%"
"29.11.2022","204,000","214,000","217,500","201,000","3,68K","-5,12%"
"28.11.2022","215,000","207,000","219,000","192,000","6,79K","4,88%"
"25.11.2022","205,000","209,000","213,330","201,000","2,72K","-1,91%"
"23.11.2022","209,000","214,000","214,000","195,000","5,48K","2,45%"
"22.11.2022","204,000","206,000","220,000","181,000","9,20K","0,49%"
"21.11.2022","203,000","234,000","234,000","201,000","14,09K","-9,78%"
"18.11.2022","225,000","210,000","243,000","200,000","17,91K","8,17%"
"17.11.2022","208,000","191,000","212,000","174,850","20,14K","11,83%"
"16.11.2022","186,000","177,000","194,000","150,000","15,55K","9,41%"
"15.11.2022","170,000","154,000","175,000","150,000","18,77K","17,24%"
"14.11.2022","145,000","131,000","155,000","125,000","13,37K","16,94%"
"11.11.2022","124,000","103,000","130,000","102,000","19,49K","26,53%"
"10.11.2022","98,000","85,000","98,000","82,020","5,98K","19,48%"
"09.11.2022","82,020","70,000","83,000","70,000","5,09K","19,32%"
"08.11.2022","68,740","66,000","70,920","66,000","0,56K","0,92%"
"07.11.2022","68,110","69,000","69,000","67,010","0,28K","1,66%"
"04.11.2022","67,000","70,000","71,500","66,000","0,73K","-3,21%"
"03.11.2022","69,220","69,750","71,420","67,200","0,29K","-2,18%"
"02.11.2022","70,760","72,000","72,960","68,000","0,20K","-1,72%"
"01.11.2022","72,000","71,000","74,500","68,000","0,84K","6,15%"
"31.10.2022","67,830","66,000","72,000","66,000","0,50K","-4,22%"
"28.10.2022","70,820","71,440","72,000","69,800","1,48K","-0,92%"
"27.10.2022","71,480","64,990","71,480","62,200","1,58K","13,44%"
"26.10.2022","63,010","61,310","65,500","61,300","0,24K","0,98%"
"25.10.2022","62,400","60,740","65,300","60,740","0,32K","1,13%"
"24.10.2022","61,700","63,000","63,390","60,000","0,52K","0,98%"
"21.10.2022","61,100","58,806","62,330","58,110","0,49K","5,34%"
"20.10.2022","58,000","61,000","62,340","58,000","0,63K","-4,92%"
"19.10.2022","61,000","63,000","64,180","61,000","0,81K","-1,45%"
"18.10.2022","61,900","61,890","65,790","61,890","0,74K","0,18%"
"17.10.2022","61,790","61,500","64,140","61,500","0,28K","-0,58%"
"14.10.2022","62,150","60,000","64,160","60,000","0,37K","-0,29%"
"13.10.2022","62,330","61,240","63,160","59,000","1,22K","1,80%"
"12.10.2022","61,230","60,880","64,890","60,000","0,12K","2,22%"
"11.10.2022","59,900","60,990","60,990","58,000","0,90K","-3,39%"
"10.10.2022","62,000","63,960","65,860","61,300","3,29K","-3,31%"
"07.10.2022","64,120","65,000","65,000","62,000","0,38K","1,39%"
"06.10.2022","63,240","64,354","67,950","63,000","0,57K","-0,88%"
"05.10.2022","63,800","67,000","68,000","63,800","0,45K","-0,30%"
"04.10.2022","63,990","58,000","64,500","57,490","2,31K","11,31%"
"03.10.2022","57,490","58,890","59,390","55,000","0,61K","4,21%"
"30.09.2022","55,170","55,980","57,110","55,110","0,61K","-1,00%"
"29.09.2022","55,730","55,020","64,600","55,000","0,59K","-0,48%"
"28.09.2022","56,000","61,730","61,730","56,000","0,37K","-1,16%"
"27.09.2022","56,660","56,500","64,870","55,000","0,32K","-2,98%"
"26.09.2022","58,400","56,750","60,240","55,980","0,43K","4,32%"
"23.09.2022","55,980","59,780","59,780","55,000","1,08K","-9,17%"
"22.09.2022","61,630","62,000","63,400","59,000","0,90K","-4,08%"
"21.09.2022","64,250","63,000","65,990","60,400","1,08K","-1,14%"
"20.09.2022","64,990","64,300","65,320","57,000","2,48K","-3,45%"
"19.09.2022","67,310","63,000","70,410","63,000","0,33K","6,17%"
"16.09.2022","63,400","68,330","75,000","62,700","2,02K","-7,57%"
"15.09.2022","68,590","72,820","74,297","65,000","2,50K","-6,08%"
"14.09.2022","73,030","73,130","74,330","71,500","0,59K","-1,14%"
"13.09.2022","73,870","71,001","74,830","71,000","0,39K","1,19%"
"12.09.2022","73,000","73,000","73,940","70,000","0,64K","0,00%"
"09.09.2022","73,000","75,480","76,960","71,080","0,78K","-0,68%"
"08.09.2022","73,500","73,120","76,600","69,260","2,69K","-0,92%"
"07.09.2022","74,180","73,240","75,000","71,500","1,17K","0,93%"
"06.09.2022","73,500","75,300","77,710","72,530","1,21K","-0,05%"
"02.09.2022","73,540","77,000","79,000","72,510","2,21K","-1,99%"
"01.09.2022","75,030","75,000","77,220","72,400","1,23K","-1,28%"
"31.08.2022","76,000","75,000","82,240","72,000","2,25K","0,57%"
"30.08.2022","75,570","79,000","82,710","72,300","2,07K","-5,29%"
"29.08.2022","79,790","85,000","90,040","79,030","1,78K","-6,74%"
"26.08.2022","85,560","90,000","93,320","85,020","2,47K","-4,40%"
"25.08.2022","89,500","85,000","89,500","85,000","1,70K","5,92%"
"24.08.2022","84,500","81,500","84,830","81,010","0,94K","2,23%"
"23.08.2022","82,660","82,010","83,880","81,010","0,46K","-0,39%"
"22.08.2022","82,980","86,000","86,960","81,010","1,97K","-2,11%"
"19.08.2022","84,770","83,400","86,400","82,010","1,15K","1,64%"
"18.08.2022","83,400","85,000","88,000","83,000","1,17K","-1,88%"
"17.08.2022","85,000","88,000","89,000","85,000","1,20K","-1,16%"
"16.08.2022","86,000","87,000","89,960","85,000","0,51K","2,38%"
"15.08.2022","84,000","86,110","91,000","80,000","3,56K","-4,51%"
"12.08.2022","87,970","85,200","91,900","85,080","2,08K","3,65%"
"11.08.2022","84,870","92,380","92,380","82,000","2,12K","-4,69%"
"10.08.2022","89,050","81,000","90,000","81,000","2,20K","11,24%"
"09.08.2022","80,050","85,000","88,000","80,000","1,20K","-9,03%"
"08.08.2022","88,000","90,000","92,570","85,980","1,93K","-1,97%"
"05.08.2022","89,770","76,370","97,990","72,000","5,84K","21,46%"
"04.08.2022","73,910","70,500","77,430","68,500","1,43K","5,48%"
"03.08.2022","70,070","69,000","72,000","67,350","1,53K","4,27%"
"02.08.2022","67,200","66,775","69,690","66,775","0,74K","0,67%"
"01.08.2022","66,750","66,660","69,790","66,000","0,78K","0,68%"
"29.07.2022","66,300","68,000","68,960","65,500","0,55K","-1,92%"
"28.07.2022","67,600","72,490","72,490","67,420","0,45K","-5,20%"
"27.07.2022","71,310","71,400","71,400","67,130","0,47K","3,35%"
"26.07.2022","69,000","67,830","71,460","67,830","0,39K","1,47%"
"25.07.2022","68,000","73,000","73,000","66,300","0,76K","-5,07%"
"22.07.2022","71,630","73,000","75,160","71,000","0,68K","-3,52%"
"21.07.2022","74,240","75,000","76,895","71,180","0,79K","1,70%"
"20.07.2022","73,000","77,890","77,890","70,090","1,13K","-5,19%"
"19.07.2022","77,000","73,390","77,790","70,000","2,32K","10,00%"
"18.07.2022","70,000","64,000","70,970","63,210","2,44K","10,74%"
"15.07.2022","63,210","63,970","67,000","62,000","0,35K","-1,50%"
"14.07.2022","64,170","64,000","66,980","63,080","0,91K","-1,17%"
"13.07.2022","64,929","65,940","65,970","64,000","0,62K","-0,52%"
"12.07.2022","65,270","66,600","66,600","65,000","0,50K","0,11%"
"11.07.2022","65,200","66,130","66,600","63,270","0,42K","-0,03%"
"08.07.2022","65,220","66,850","68,000","64,450","0,50K","3,52%"
"07.07.2022","63,000","63,890","65,690","61,300","0,68K","4,25%"
"06.07.2022","60,430","54,720","65,800","54,670","1,47K","8,88%"
"05.07.2022","55,500","57,000","58,990","53,150","1,56K","-1,49%"
"01.07.2022","56,340","59,790","60,000","56,000","1,17K","-5,77%"
"30.06.2022","59,790","60,750","60,750","57,640","0,80K","-2,86%"
"29.06.2022","61,550","62,890","63,500","60,000","0,26K","1,23%"
"28.06.2022","60,800","63,530","66,000","60,000","0,80K","-1,94%"
"27.06.2022","62,000","63,320","66,000","59,110","2,33K","0,71%"
"24.06.2022","61,560","67,600","67,800","61,560","1,52K","-6,90%"
"23.06.2022","66,120","63,000","67,600","62,000","1,10K","5,78%"
"22.06.2022","62,510","64,000","67,800","61,500","1,06K","-1,42%"
"21.06.2022","63,410","63,790","64,690","60,230","0,90K","2,70%"
"17.06.2022","61,740","54,000","61,740","52,500","4,21K","14,33%"
"16.06.2022","54,000","53,000","55,890","51,000","2,76K","-3,76%"
"15.06.2022","56,110","60,000","60,000","55,100","2,30K","-6,50%"
"14.06.2022","60,010","61,950","64,030","60,000","0,45K","-0,02%"
"13.06.2022","60,020","62,000","67,890","57,000","3,84K","-9,85%"
"10.06.2022","66,580","66,940","73,430","65,000","1,35K","-1,29%"
"09.06.2022","67,450","64,000","68,000","64,000","1,84K","4,49%"
"08.06.2022","64,550","63,000","67,000","63,000","1,08K","4,11%"
"07.06.2022","62,000","64,500","67,450","62,000","1,35K","-3,88%"
"06.06.2022","64,500","71,000","74,350","63,620","1,14K","-8,69%"
"03.06.2022","70,640","63,000","72,770","61,000","2,51K","11,77%"
"02.06.2022","63,200","66,080","67,460","61,000","1,20K","-2,77%"
"01.06.2022","65,000","68,000","69,990","62,720","1,80K","-2,37%"
"31.05.2022","66,580","64,000","68,000","62,000","1,35K","5,41%"
"27.05.2022","63,160","61,460","64,600","57,850","1,31K","5,25%"
"26.05.2022","60,010","61,880","63,000","60,010","1,89K","-1,49%"
"25.05.2022","60,920","58,000","61,980","57,000","0,91K","5,03%"
"24.05.2022","58,000","61,540","62,900","57,400","0,55K","-5,77%"
"23.05.2022","61,550","62,120","65,600","61,540","0,25K","0,41%"
"20.05.2022","61,300","62,200","64,510","60,010","1,03K","-0,39%"
"19.05.2022","61,540","60,890","62,990","60,000","0,95K","2,40%"
"18.05.2022","60,100","64,300","67,000","60,000","1,13K","-4,30%"
"17.05.2022","62,800","60,000","68,000","59,920","0,82K","4,46%"
"16.05.2022","60,120","57,500","65,520","57,500","1,25K","6,61%"
"13.05.2022","56,390","56,000","60,000","54,000","2,58K","4,33%"
"12.05.2022","54,050","56,000","61,210","53,570","3,61K","-5,11%"
"11.05.2022","56,960","60,510","67,209","56,420","3,73K","-10,44%"
"10.05.2022","63,600","64,720","67,000","58,100","1,34K","2,23%"
"09.05.2022","62,210","67,310","67,620","61,110","2,40K","-6,15%"
"06.05.2022","66,290","69,620","70,500","66,000","4,22K","-2,86%"
"05.05.2022","68,240","75,000","75,010","66,700","3,82K","-9,57%"
"04.05.2022","75,460","73,420","78,190","70,000","2,45K","3,51%"
"03.05.2022","72,900","74,000","78,500","71,090","1,96K","-3,75%"
"02.05.2022","75,740","70,000","77,000","69,964","1,87K","5,40%"
"29.04.2022","71,860","77,320","83,000","70,000","5,17K","-7,05%"
"28.04.2022","77,310","83,000","86,000","75,050","5,10K","-7,98%"
"27.04.2022","84,010","93,120","93,120","83,000","1,22K","-4,46%"
"26.04.2022","87,930","88,000","89,198","84,030","1,22K","-1,81%"
"25.04.2022","89,550","92,930","94,000","86,010","1,23K","-1,58%"
"22.04.2022","90,990","95,000","95,000","82,050","3,77K","-2,31%"
"21.04.2022","93,140","95,310","101,000","92,660","2,10K","-2,91%"
"20.04.2022","95,930","96,000","100,000","95,000","1,41K","0,97%"
"19.04.2022","95,010","100,000","100,000","92,000","2,11K","2,79%"
"18.04.2022","92,430","100,000","101,830","92,230","2,79K","-7,57%"
"14.04.2022","100,000","104,000","105,000","99,100","2,35K","-4,76%"
"13.04.2022","105,000","103,010","105,000","103,000","0,37K","1,94%"
"12.04.2022","103,000","104,000","106,000","101,000","2,35K","-0,96%"
"11.04.2022","104,000","105,000","105,000","103,000","1,11K","-1,89%"
"08.04.2022","106,000","106,240","107,000","104,000","0,66K","-1,85%"
"07.04.2022","108,000","106,000","108,000","103,000","1,00K","0,93%"
"06.04.2022","107,000","111,000","111,340","105,000","1,43K","-2,73%"
"05.04.2022","110,000","112,000","115,000","110,000","0,85K","-2,22%"
"04.04.2022","112,500","116,000","119,000","111,000","1,59K","-2,17%"
"01.04.2022","115,000","115,000","120,000","113,000","0,67K","0,88%"
"31.03.2022","114,000","113,000","117,000","112,930","0,67K","-0,87%"
"30.03.2022","115,000","116,000","121,000","112,000","1,26K","-0,86%"
"29.03.2022","116,000","118,000","120,000","111,000","1,94K","-0,85%"
"28.03.2022","117,000","125,000","126,000","112,000","1,54K","-4,88%"
"25.03.2022","123,000","129,000","132,000","123,000","1,34K","-3,91%"
